name,length,f1,precision,recall,tp,fp,fn,threshold
bpRNA_RFAM_18698,82,0.391304,0.272727,0.692308,18,48,8,0.1000
bpRNA_RFAM_1870,73,1.000000,1.000000,1.000000,20,0,0,0.9800
bpRNA_RFAM_18726,80,0.816327,0.869565,0.769231,20,3,6,0.7400
bpRNA_RFAM_1876,69,0.923077,0.947368,0.900000,18,1,2,0.6300
bpRNA_RFAM_18802,86,0.842105,0.800000,0.888889,16,4,2,0.9700
bpRNA_RFAM_18809,106,0.693878,0.548387,0.944444,17,14,1,0.9200
bpRNA_RFAM_18822,134,0.709677,0.846154,0.611111,11,2,7,0.6800
bpRNA_RFAM_18827,137,0.833333,0.833333,0.833333,15,3,3,0.8200
bpRNA_RFAM_18857,82,0.714286,0.625000,0.833333,15,9,3,0.9000
bpRNA_RFAM_18876,82,0.829268,0.739130,0.944444,17,6,1,0.8900
bpRNA_RFAM_18877,84,0.878049,0.782609,1.000000,18,5,0,0.7500
bpRNA_RFAM_18882,171,0.846154,0.733333,1.000000,22,8,0,0.8900
bpRNA_RFAM_18893,111,0.325581,0.304348,0.350000,7,16,13,0.9000
bpRNA_RFAM_18894,124,0.844444,0.826087,0.863636,19,4,3,0.6900
bpRNA_RFAM_18935,122,0.880000,0.785714,1.000000,22,6,0,0.7200
bpRNA_RFAM_18942,112,0.212766,0.172414,0.277778,5,24,13,0.7600
bpRNA_RFAM_18946,107,0.775510,0.703704,0.863636,19,8,3,0.8000
bpRNA_RFAM_18949,238,0.857143,0.900000,0.818182,18,2,4,0.9000
bpRNA_RFAM_18958,153,0.705882,0.580645,0.900000,18,13,2,0.7700
bpRNA_RFAM_18979,102,0.677966,0.645161,0.714286,20,11,8,0.7700
bpRNA_RFAM_18988,102,0.618182,0.629630,0.607143,17,10,11,0.6300
bpRNA_RFAM_19015,112,0.840000,0.750000,0.954545,21,7,1,0.9300
bpRNA_RFAM_19017,124,0.711864,0.567568,0.954545,21,16,1,0.3000
bpRNA_RFAM_19027,119,0.830189,0.709677,1.000000,22,9,0,0.7100
bpRNA_RFAM_19065,105,0.875000,0.840000,0.913043,21,4,2,0.9600
bpRNA_RFAM_19069,155,0.830189,0.733333,0.956522,22,8,1,0.8700
bpRNA_RFAM_1908,75,0.842105,0.888889,0.800000,16,2,4,0.2100
bpRNA_RFAM_19085,82,0.901961,0.821429,1.000000,23,5,0,0.8400
bpRNA_RFAM_19138,73,0.857143,0.750000,1.000000,21,7,0,0.4300
bpRNA_RFAM_19246,105,0.723404,0.739130,0.708333,17,6,7,0.6000
bpRNA_RFAM_19247,104,0.703704,0.633333,0.791667,19,11,5,0.7400
bpRNA_RFAM_19252,103,0.700000,0.583333,0.875000,21,15,3,0.6800
bpRNA_RFAM_19311,93,0.857143,0.888889,0.827586,24,3,5,0.9100
bpRNA_RFAM_19322,92,0.800000,0.666667,1.000000,14,7,0,0.5100
bpRNA_RFAM_19331,80,0.838710,0.764706,0.928571,13,4,1,0.9400
bpRNA_RFAM_1935,73,0.975610,0.952381,1.000000,20,1,0,0.7800
bpRNA_RFAM_19371,93,0.576923,0.500000,0.681818,15,15,7,0.8900
bpRNA_RFAM_1940,81,0.926829,0.904762,0.950000,19,2,1,0.8600
bpRNA_RFAM_19497,65,0.666667,0.500000,1.000000,17,17,0,0.3600
bpRNA_RFAM_19574,80,0.317460,0.202020,0.740741,20,79,7,0.1000
bpRNA_RFAM_19635,106,0.636364,0.583333,0.700000,21,15,9,0.3300
bpRNA_RFAM_19667,105,0.380952,0.243902,0.869565,20,62,3,0.1700
bpRNA_RFAM_19691,91,0.493151,0.428571,0.580645,18,24,13,0.7100
bpRNA_RFAM_19700,125,0.703704,0.612903,0.826087,19,12,4,0.8500
bpRNA_RFAM_19701,104,0.730769,0.655172,0.826087,19,10,4,0.9000
bpRNA_RFAM_19780,106,0.836364,0.851852,0.821429,23,4,5,0.9300
bpRNA_RFAM_19839,102,0.813559,0.774194,0.857143,24,7,4,0.8800
bpRNA_RFAM_19840,107,0.724638,0.609756,0.892857,25,16,3,0.6200
bpRNA_RFAM_19853,102,0.303030,0.500000,0.217391,5,5,18,0.9300
bpRNA_RFAM_19862,107,0.708333,0.850000,0.607143,17,3,11,0.7900
bpRNA_RFAM_19890,83,0.935484,0.966667,0.906250,29,1,3,0.8000
bpRNA_RFAM_19896,117,0.744186,0.640000,0.888889,16,9,2,0.9400
bpRNA_RFAM_19922,99,0.800000,0.720000,0.900000,18,7,2,0.9500
bpRNA_RFAM_19923,125,0.760000,0.633333,0.950000,19,11,1,0.8400
bpRNA_RFAM_2001,73,0.975610,0.952381,1.000000,20,1,0,0.7700
bpRNA_RFAM_20013,69,0.521739,0.387097,0.800000,12,19,3,0.8900
bpRNA_RFAM_2002,88,0.878049,0.857143,0.900000,18,3,2,0.5500
bpRNA_RFAM_20069,98,0.850000,0.850000,0.850000,17,3,3,0.9400
bpRNA_RFAM_20079,108,0.820513,0.842105,0.800000,16,3,4,0.9200
bpRNA_RFAM_2008,70,0.950000,0.950000,0.950000,19,1,1,0.8800
bpRNA_RFAM_2012,68,0.947368,0.947368,0.947368,18,1,1,0.7900
bpRNA_RFAM_20128,73,0.833333,0.833333,0.833333,20,4,4,0.8800
bpRNA_RFAM_20180,107,0.943396,0.892857,1.000000,25,3,0,0.7000
bpRNA_RFAM_20198,95,0.838710,0.742857,0.962963,26,9,1,0.8400
bpRNA_RFAM_2021,72,0.974359,1.000000,0.950000,19,0,1,0.9000
bpRNA_RFAM_20221,81,0.775510,1.000000,0.633333,19,0,11,0.9100
bpRNA_RFAM_20224,70,0.097996,0.051887,0.880000,22,402,3,0.0200
bpRNA_RFAM_20284,91,0.912281,0.896552,0.928571,26,3,2,0.8800
bpRNA_RFAM_20306,86,0.266667,0.154839,0.960000,24,131,1,0.0700
bpRNA_RFAM_20356,78,0.857143,0.857143,0.857143,24,4,4,0.7300
bpRNA_RFAM_20385,87,0.825397,0.838710,0.812500,26,5,6,0.9300
bpRNA_RFAM_2049,122,0.631579,0.631579,0.631579,12,7,7,0.4500
bpRNA_RFAM_20505,101,0.734694,0.947368,0.600000,18,1,12,0.9300
bpRNA_RFAM_20546,80,0.392857,0.440000,0.354839,11,14,20,0.9300
bpRNA_RFAM_2056,107,0.882353,1.000000,0.789474,15,0,4,0.8500
bpRNA_RFAM_20573,82,0.950000,0.904762,1.000000,19,2,0,0.9600
bpRNA_RFAM_20592,81,0.857143,0.833333,0.882353,15,3,2,0.7200
bpRNA_RFAM_20621,82,0.974359,0.950000,1.000000,19,1,0,0.8500
bpRNA_RFAM_20652,116,0.888889,0.827586,0.960000,24,5,1,0.9000
bpRNA_RFAM_20703,111,0.821918,0.750000,0.909091,30,10,3,0.3400
bpRNA_RFAM_20711,112,0.819672,0.892857,0.757576,25,3,8,0.8400
bpRNA_RFAM_20729,93,0.761905,0.800000,0.727273,16,4,6,0.9000
bpRNA_RFAM_2076,102,0.545455,0.642857,0.473684,9,5,10,0.9400
bpRNA_RFAM_20785,91,0.873239,0.837838,0.911765,31,6,3,0.5600
bpRNA_RFAM_20791,86,0.314286,0.203704,0.687500,22,86,10,0.0300
bpRNA_RFAM_20814,96,0.807018,0.821429,0.793103,23,5,6,0.7600
bpRNA_RFAM_20896,95,0.788732,0.666667,0.965517,28,14,1,0.6600
bpRNA_RFAM_20916,87,0.870968,0.931034,0.818182,27,2,6,0.9200
bpRNA_RFAM_21021,147,0.400000,0.833333,0.263158,5,1,14,0.8100
bpRNA_RFAM_21053,143,0.474576,0.350000,0.736842,14,26,5,0.1700
bpRNA_RFAM_21055,144,0.533333,0.727273,0.421053,8,3,11,0.7900
bpRNA_RFAM_21060,149,0.372881,0.275000,0.578947,11,29,8,0.2900
bpRNA_RFAM_21068,134,0.139130,0.081633,0.470588,8,90,9,0.1600
bpRNA_RFAM_21093,67,0.181818,0.105634,0.652174,15,127,8,0.0400
bpRNA_RFAM_21156,112,0.666667,0.750000,0.600000,18,6,12,0.8600
bpRNA_RFAM_21157,91,0.857143,0.888889,0.827586,24,3,5,0.8000
bpRNA_RFAM_21162,130,0.521739,0.375000,0.857143,24,40,4,0.3300
bpRNA_RFAM_21203,116,0.785714,0.814815,0.758621,22,5,7,0.5800
bpRNA_RFAM_21216,114,0.666667,0.818182,0.562500,18,4,14,0.7300
bpRNA_RFAM_21238,113,0.750000,0.807692,0.700000,21,5,9,0.6900
bpRNA_RFAM_21241,99,0.818182,0.750000,0.900000,27,9,3,0.7700
bpRNA_RFAM_21276,99,0.213333,0.163265,0.307692,8,41,18,0.1900
bpRNA_RFAM_21279,111,0.866667,0.962963,0.787879,26,1,7,0.5400
bpRNA_RFAM_21294,80,0.800000,0.900000,0.720000,18,2,7,0.8700
bpRNA_RFAM_21323,104,0.777778,0.913043,0.677419,21,2,10,0.7400
bpRNA_RFAM_21346,98,0.110701,0.062241,0.500000,15,226,15,0.0300
bpRNA_RFAM_21383,97,0.735294,0.675676,0.806452,25,12,6,0.3200
bpRNA_RFAM_21421,119,0.547619,0.433962,0.741935,23,30,8,0.2300
bpRNA_RFAM_21434,81,0.843750,0.729730,1.000000,27,10,0,0.4000
bpRNA_RFAM_21437,94,0.929577,0.891892,0.970588,33,4,1,0.8700
bpRNA_RFAM_21486,116,0.772727,0.944444,0.653846,17,1,9,0.9100
bpRNA_RFAM_21498,99,0.904110,0.868421,0.942857,33,5,2,0.5800
bpRNA_RFAM_21526,87,0.785714,0.916667,0.687500,22,2,10,0.9400
bpRNA_RFAM_21540,83,0.916667,1.000000,0.846154,22,0,4,0.9100
bpRNA_RFAM_21545,89,0.825397,0.838710,0.812500,26,5,6,0.8400
bpRNA_RFAM_21554,108,0.819672,0.925926,0.735294,25,2,9,0.7100
bpRNA_RFAM_21584,102,0.745763,0.758621,0.733333,22,7,8,0.8900
bpRNA_RFAM_21587,81,0.847458,0.806452,0.892857,25,6,3,0.8500
bpRNA_RFAM_21590,124,0.388889,0.297872,0.560000,14,33,11,0.2100
bpRNA_RFAM_21591,129,0.294118,0.454545,0.217391,5,6,18,0.6800
bpRNA_RFAM_21619,96,0.793651,0.781250,0.806452,25,7,6,0.9100
bpRNA_RFAM_21625,96,0.840580,0.763158,0.935484,29,9,2,0.7000
bpRNA_RFAM_21683,94,0.571429,0.580645,0.562500,18,13,14,0.4400
bpRNA_RFAM_21697,181,0.923077,0.888889,0.960000,72,9,3,0.7900
bpRNA_RFAM_21773,84,0.800000,0.800000,0.800000,24,6,6,0.8100
bpRNA_RFAM_21830,135,0.758621,0.717391,0.804878,33,13,8,0.8700
bpRNA_RFAM_21832,136,0.795455,0.744681,0.853659,35,12,6,0.9200
bpRNA_RFAM_21839,78,0.947368,0.931034,0.964286,27,2,1,0.7100
bpRNA_RFAM_21857,89,0.271605,0.174603,0.611111,11,52,7,0.0800
bpRNA_RFAM_21938,78,0.806452,0.806452,0.806452,25,6,6,0.9200
bpRNA_RFAM_21943,78,0.920000,0.920000,0.920000,23,2,2,0.9300
bpRNA_RFAM_22008,76,0.320000,0.363636,0.285714,8,14,20,0.5600
bpRNA_RFAM_22044,78,0.933333,0.875000,1.000000,28,4,0,0.8800
bpRNA_RFAM_22060,52,0.875000,0.823529,0.933333,14,3,1,0.8700
bpRNA_RFAM_22136,97,0.794118,0.843750,0.750000,27,5,9,0.6200
bpRNA_RFAM_22188,64,0.571429,0.625000,0.526316,10,6,9,0.3000
bpRNA_RFAM_22230,116,0.212121,0.140000,0.437500,14,86,18,0.0400
bpRNA_RFAM_2225,55,0.720000,0.900000,0.600000,9,1,6,0.3700
bpRNA_RFAM_22284,103,0.773333,0.707317,0.852941,29,12,5,0.5400
bpRNA_RFAM_22301,79,0.622222,0.823529,0.500000,14,3,14,0.5900
bpRNA_RFAM_22311,172,0.712329,0.962963,0.565217,26,1,20,0.9100
bpRNA_RFAM_22328,95,0.091603,0.051502,0.413793,12,221,17,0.0800
bpRNA_RFAM_22343,96,0.666667,0.647059,0.687500,22,12,10,0.3100
bpRNA_RFAM_22354,74,0.642857,0.514286,0.857143,18,17,3,0.4200
bpRNA_RFAM_22368,100,0.203008,0.116883,0.771429,27,204,8,0.0700
bpRNA_RFAM_22421,94,0.515152,0.515152,0.515152,17,16,16,0.8500
bpRNA_RFAM_22456,96,0.789474,0.750000,0.833333,15,5,3,0.6900
bpRNA_RFAM_22485,91,0.181818,0.146341,0.240000,6,35,19,0.2700
bpRNA_RFAM_22487,97,0.350000,0.466667,0.280000,7,8,18,0.4600
bpRNA_RFAM_22502,90,0.317757,0.212500,0.629630,17,63,10,0.2000
bpRNA_RFAM_22534,97,0.900000,0.818182,1.000000,27,6,0,0.9200
bpRNA_RFAM_22556,91,0.915254,0.931034,0.900000,27,2,3,0.9300
bpRNA_RFAM_22657,81,0.596491,0.485714,0.772727,17,18,5,0.4400
bpRNA_RFAM_22684,75,0.444444,0.500000,0.400000,8,8,12,0.7600
bpRNA_RFAM_22730,90,0.756757,0.933333,0.636364,14,1,8,0.9300
bpRNA_RFAM_2274,327,0.125628,0.072886,0.454545,25,318,30,0.1700
bpRNA_RFAM_22746,121,0.628571,0.846154,0.500000,11,2,11,0.7700
bpRNA_RFAM_22902,120,0.522727,0.450980,0.621622,23,28,14,0.3300
bpRNA_RFAM_22909,146,0.303797,0.307692,0.300000,12,27,28,0.5100
bpRNA_RFAM_22913,160,0.710526,0.794118,0.642857,27,7,15,0.6400
bpRNA_RFAM_22914,138,0.363636,0.444444,0.307692,12,15,27,0.7200
bpRNA_RFAM_22924,111,0.590164,0.642857,0.545455,18,10,15,0.8600
bpRNA_RFAM_22941,121,0.622951,0.730769,0.542857,19,7,16,0.7000
bpRNA_RFAM_22967,113,0.641509,0.680000,0.607143,17,8,11,0.6600
bpRNA_RFAM_22988,111,0.631579,1.000000,0.461538,6,0,7,0.8700
bpRNA_RFAM_23002,84,0.769231,0.769231,0.769231,10,3,3,0.9400
bpRNA_RFAM_23022,98,0.347107,0.230769,0.700000,21,70,9,0.8500
bpRNA_RFAM_2306,278,0.328767,0.255319,0.461538,24,70,28,0.3500
bpRNA_RFAM_23075,97,0.712644,0.596154,0.885714,31,21,4,0.4600
bpRNA_RFAM_23193,48,0.611111,0.458333,0.916667,11,13,1,0.1000
bpRNA_RFAM_23201,44,0.947368,1.000000,0.900000,9,0,1,0.7200
bpRNA_RFAM_23233,46,0.869565,0.909091,0.833333,10,1,2,0.3500
bpRNA_RFAM_23266,133,0.567901,0.425926,0.851852,23,31,4,0.3000
bpRNA_RFAM_23293,93,0.637681,0.523810,0.814815,22,20,5,0.5500
bpRNA_RFAM_23404,118,0.538462,0.525000,0.552632,21,19,17,0.4100
bpRNA_RFAM_23450,56,0.536585,0.458333,0.647059,11,13,6,0.1600
bpRNA_RFAM_23463,48,0.000000,0.000000,0.000000,0,0,0,0.5000
bpRNA_RFAM_23518,22,0.583333,0.411765,1.000000,7,10,0,0.0800
bpRNA_RFAM_2399,369,0.398437,0.349315,0.463636,51,95,59,0.4600
bpRNA_RFAM_23990,79,1.000000,1.000000,1.000000,5,0,0,0.8700
bpRNA_RFAM_2400,389,0.422680,0.482353,0.376147,41,44,68,0.4700
bpRNA_RFAM_24005,81,0.857143,0.750000,1.000000,3,1,0,0.9200
bpRNA_RFAM_24050,89,0.857143,1.000000,0.750000,3,0,1,0.7200
bpRNA_RFAM_24071,88,1.000000,1.000000,1.000000,3,0,0,0.9400
bpRNA_RFAM_24166,86,1.000000,1.000000,1.000000,6,0,0,0.8100
bpRNA_RFAM_2417,354,0.309278,0.357143,0.272727,30,54,80,0.4200
bpRNA_RFAM_24257,96,0.491228,0.368421,0.736842,14,24,5,0.2700
bpRNA_RFAM_24262,106,0.702703,0.565217,0.928571,13,10,1,0.6200
bpRNA_RFAM_24274,97,0.222222,0.142857,0.500000,1,6,1,0.4400
bpRNA_RFAM_24303,106,0.785714,0.846154,0.733333,11,2,4,0.8100
bpRNA_RFAM_24306,104,0.064935,0.035461,0.384615,5,136,8,0.1100
bpRNA_RFAM_24366,117,0.195122,0.153846,0.266667,4,22,11,0.4800
bpRNA_RFAM_24370,117,0.826087,0.826087,0.826087,19,4,4,0.8500
bpRNA_RFAM_24371,118,0.474576,0.388889,0.608696,14,22,9,0.3100
bpRNA_RFAM_24399,128,0.523810,0.785714,0.392857,11,3,17,0.7900
bpRNA_RFAM_24439,121,0.567568,0.488372,0.677419,21,22,10,0.2400
bpRNA_RFAM_24472,134,0.711111,0.615385,0.842105,32,20,6,0.5100
bpRNA_RFAM_24503,145,0.872727,0.888889,0.857143,24,3,4,0.8700
bpRNA_RFAM_24578,180,0.567901,0.511111,0.638889,23,22,13,0.4400
bpRNA_RFAM_24586,183,0.735294,0.781250,0.694444,25,7,11,0.8000
bpRNA_RFAM_24640,190,0.466019,0.406780,0.545455,24,35,20,0.3900
bpRNA_RFAM_24642,206,0.177215,0.118644,0.350000,14,104,26,0.1400
bpRNA_RFAM_24645,189,0.316456,0.213675,0.609756,25,92,16,0.1500
bpRNA_RFAM_24706,214,0.327586,0.301587,0.358491,19,44,34,0.4000
bpRNA_RFAM_24717,197,0.431818,0.558824,0.351852,19,15,35,0.6100
bpRNA_RFAM_24722,201,0.479167,0.534884,0.433962,23,20,30,0.5500
bpRNA_RFAM_24732,207,0.494118,0.617647,0.411765,21,13,30,0.6100
bpRNA_RFAM_24804,386,0.400000,0.393939,0.406250,52,80,76,0.3700
bpRNA_RFAM_24906,77,0.888889,0.800000,1.000000,4,1,0,0.9100
bpRNA_RFAM_24926,81,0.018657,0.009416,1.000000,5,526,0,0.0200
bpRNA_RFAM_24930,88,0.266667,0.153846,1.000000,2,11,0,0.3000
bpRNA_RFAM_24933,87,0.666667,0.600000,0.750000,3,2,1,0.8800
bpRNA_RFAM_24956,94,0.923077,0.857143,1.000000,6,1,0,0.8800
bpRNA_RFAM_24975,145,0.037383,0.019293,0.600000,6,305,4,0.0500
bpRNA_RFAM_24976,139,0.846154,0.785714,0.916667,11,3,1,0.7400
bpRNA_RFAM_24987,139,0.560000,0.538462,0.583333,7,6,5,0.7800
bpRNA_RFAM_25043,313,0.200000,0.200000,0.200000,3,12,12,0.8300
bpRNA_RFAM_25063,327,0.285714,0.285714,0.285714,16,40,40,0.5600
bpRNA_RFAM_25069,320,0.270677,0.227848,0.333333,18,61,36,0.4300
bpRNA_RFAM_25088,69,0.833333,0.714286,1.000000,5,2,0,0.8800
bpRNA_RFAM_2509,415,0.185000,0.126280,0.345794,37,256,70,0.2700
bpRNA_RFAM_25106,73,0.705882,0.666667,0.750000,6,3,2,0.4100
bpRNA_RFAM_25159,68,0.008333,0.004184,1.000000,1,238,0,0.0200
bpRNA_RFAM_25233,28,1.000000,1.000000,1.000000,5,0,0,0.6300
bpRNA_RFAM_25285,37,1.000000,1.000000,1.000000,9,0,0,0.6700
bpRNA_RFAM_25341,36,0.888889,0.800000,1.000000,8,2,0,0.2700
bpRNA_RFAM_25360,38,0.571429,0.400000,1.000000,6,9,0,0.0300
bpRNA_RFAM_25403,37,0.941176,1.000000,0.888889,8,0,1,0.8400
bpRNA_RFAM_25419,38,0.025157,0.013072,0.333333,2,151,4,0.0100
bpRNA_RFAM_25434,37,0.428571,0.272727,1.000000,3,8,0,0.1100
bpRNA_RFAM_25531,88,0.615385,0.666667,0.571429,12,6,9,0.7500
bpRNA_RFAM_25543,123,0.500000,0.592593,0.432432,16,11,21,0.4400
bpRNA_RFAM_25556,279,0.191882,0.143646,0.288889,26,155,64,0.3800
bpRNA_RFAM_25623,81,0.971429,0.944444,1.000000,17,1,0,0.7100
bpRNA_RFAM_25624,78,0.848485,0.875000,0.823529,14,2,3,0.9500
bpRNA_RFAM_25637,77,0.941176,0.941176,0.941176,16,1,1,0.6600
bpRNA_RFAM_25658,134,0.256410,0.357143,0.200000,5,9,20,0.7100
bpRNA_RFAM_25666,137,0.037037,0.020161,0.227273,5,243,17,0.0400
bpRNA_RFAM_2568,404,0.229508,0.291667,0.189189,21,51,90,0.7200
bpRNA_RFAM_25828,148,0.553846,0.620690,0.500000,18,11,18,0.5800
bpRNA_RFAM_2585,366,0.490000,0.563218,0.433628,49,38,64,0.4700
bpRNA_RFAM_25850,88,0.714286,0.625000,0.833333,10,6,2,0.3000
bpRNA_RFAM_25865,107,0.571429,0.636364,0.518519,14,8,13,0.1700
bpRNA_RFAM_25874,244,0.215385,0.194444,0.241379,14,58,44,0.4100
bpRNA_RFAM_2589,338,0.316129,0.242574,0.453704,49,153,59,0.2600
bpRNA_RFAM_25893,89,0.739130,0.739130,0.739130,17,6,6,0.7400
bpRNA_RFAM_25908,93,0.708333,0.680000,0.739130,17,8,6,0.8800
bpRNA_RFAM_25922,92,0.723404,0.708333,0.739130,17,7,6,0.6100
bpRNA_RFAM_25948,71,0.533333,0.800000,0.400000,8,2,12,0.6800
bpRNA_RFAM_2595,432,0.333333,0.322314,0.345133,39,82,74,0.5500
bpRNA_RFAM_25969,160,0.629630,0.809524,0.515152,17,4,16,0.7500
bpRNA_RFAM_2598,348,0.392344,0.405941,0.379630,41,60,67,0.4300
bpRNA_RFAM_26006,113,0.553191,1.000000,0.382353,13,0,21,0.9200
bpRNA_RFAM_26067,178,0.270270,0.192308,0.454545,5,21,6,0.6700
bpRNA_RFAM_26071,187,0.121212,0.064935,0.909091,10,144,1,0.1600
bpRNA_RFAM_2614,426,0.294737,0.350000,0.254545,28,52,82,0.6000
bpRNA_RFAM_26224,187,0.049383,0.028571,0.181818,2,68,9,0.2100
bpRNA_RFAM_2623,394,0.254438,0.188596,0.390909,43,185,67,0.3300
bpRNA_RFAM_26243,178,0.625000,1.000000,0.454545,5,0,6,0.8600
bpRNA_RFAM_26260,175,0.037855,0.019608,0.545455,6,300,5,0.0700
bpRNA_RFAM_26283,171,0.036364,0.018553,0.909091,10,529,1,0.0500
bpRNA_RFAM_26295,187,0.235294,0.173913,0.363636,4,19,7,0.5300
bpRNA_RFAM_26301,178,0.029973,0.015214,1.000000,11,712,0,0.0400
bpRNA_RFAM_26302,178,0.818182,0.818182,0.818182,9,2,2,0.5600
bpRNA_RFAM_26319,91,1.000000,1.000000,1.000000,3,0,0,0.9300
bpRNA_RFAM_26329,85,1.000000,1.000000,1.000000,3,0,0,0.9400
bpRNA_RFAM_26330,90,1.000000,1.000000,1.000000,3,0,0,0.9300
bpRNA_RFAM_26347,86,1.000000,1.000000,1.000000,3,0,0,0.7800
bpRNA_RFAM_26363,109,1.000000,1.000000,1.000000,3,0,0,0.8400
bpRNA_RFAM_2637,357,0.353591,0.438356,0.296296,32,41,76,0.6100
bpRNA_RFAM_26418,144,0.771429,0.794118,0.750000,27,7,9,0.5500
bpRNA_RFAM_26422,222,0.307692,0.265060,0.366667,22,61,38,0.3200
bpRNA_RFAM_26493,225,0.437500,0.875000,0.291667,14,2,34,0.7000
bpRNA_RFAM_26525,84,0.390244,0.271186,0.695652,16,43,7,0.0900
bpRNA_RFAM_26555,128,0.035088,0.022472,0.080000,2,87,23,0.2200
bpRNA_RFAM_26568,495,0.205556,0.159483,0.289062,37,195,91,0.2500
bpRNA_RFAM_26606,97,0.500000,0.441176,0.576923,15,19,11,0.2500
bpRNA_RFAM_26614,145,0.262295,0.296296,0.235294,8,19,26,0.5400
bpRNA_RFAM_26671,180,0.019305,0.010142,0.200000,5,488,20,0.0700
bpRNA_RFAM_26683,181,0.253968,0.228571,0.285714,8,27,20,0.5800
bpRNA_RFAM_26695,328,0.486111,0.573770,0.421687,35,26,48,0.4200
bpRNA_RFAM_26708,157,0.105263,0.058419,0.531250,17,274,15,0.0900
bpRNA_RFAM_26735,117,0.473684,0.473684,0.473684,9,10,10,0.7600
bpRNA_RFAM_26743,117,0.454545,1.000000,0.294118,5,0,12,0.9700
bpRNA_RFAM_26744,117,0.722222,0.764706,0.684211,13,4,6,0.7200
bpRNA_RFAM_26745,117,0.509091,0.388889,0.736842,14,22,5,0.4200
bpRNA_RFAM_26751,117,0.642857,1.000000,0.473684,9,0,10,0.8000
bpRNA_RFAM_26811,165,0.106195,0.059406,0.500000,6,95,6,0.1900
bpRNA_RFAM_26818,63,0.413793,0.307692,0.631579,12,27,7,0.1300
bpRNA_RFAM_26824,302,0.213904,0.194175,0.238095,20,83,64,0.3400
bpRNA_RFAM_26828,296,0.129870,0.129870,0.129870,10,67,67,0.4800
bpRNA_RFAM_2685,376,0.250784,0.193237,0.357143,40,167,72,0.2400
bpRNA_RFAM_26881,69,0.900000,0.900000,0.900000,9,1,1,0.7000
bpRNA_RFAM_26900,73,0.560000,0.777778,0.437500,7,2,9,0.4000
bpRNA_RFAM_26926,72,0.941176,0.941176,0.941176,16,1,1,0.4700
bpRNA_RFAM_26929,72,0.606061,0.625000,0.588235,10,6,7,0.8100
bpRNA_RFAM_26949,65,0.914286,0.888889,0.941176,16,2,1,0.9400
bpRNA_RFAM_26954,70,0.689655,0.909091,0.555556,10,1,8,0.9200
bpRNA_RFAM_26979,62,0.560000,1.000000,0.388889,7,0,11,0.9600
bpRNA_RFAM_26981,63,0.937500,0.937500,0.937500,15,1,1,0.7600
bpRNA_RFAM_26989,70,0.705882,0.666667,0.750000,6,3,2,0.9500
bpRNA_RFAM_27001,70,0.888889,0.800000,1.000000,16,4,0,0.6600
bpRNA_RFAM_27025,60,0.636364,1.000000,0.466667,7,0,8,0.5100
bpRNA_RFAM_2703,343,0.328571,0.589744,0.227723,23,16,78,0.7200
bpRNA_RFAM_27096,126,0.001263,0.000632,1.000000,2,3164,0,0.0200
bpRNA_RFAM_27098,130,0.000802,0.000401,1.000000,2,4982,0,0.0200
bpRNA_RFAM_27111,83,0.800000,0.666667,1.000000,2,1,0,0.9800
bpRNA_RFAM_27145,142,0.592593,0.695652,0.516129,16,7,15,0.3000
bpRNA_RFAM_27159,130,0.819672,0.961538,0.714286,25,1,10,0.5500
bpRNA_RFAM_27160,141,0.710526,0.771429,0.658537,27,8,14,0.7600
bpRNA_RFAM_2720,331,0.321168,0.523810,0.231579,22,20,73,0.6200
bpRNA_RFAM_27208,132,0.904110,0.970588,0.846154,33,1,6,0.6700
bpRNA_RFAM_2722,397,0.373541,0.328767,0.432432,48,98,63,0.3600
bpRNA_RFAM_27221,129,0.746269,0.781250,0.714286,25,7,10,0.6900
bpRNA_RFAM_27237,149,1.000000,1.000000,1.000000,3,0,0,0.9400
bpRNA_RFAM_27311,70,0.864865,0.842105,0.888889,16,3,2,0.8800
bpRNA_RFAM_27358,72,0.290909,0.205128,0.500000,8,31,8,0.2200
bpRNA_RFAM_27365,145,0.162162,0.750000,0.090909,3,1,30,0.5300
bpRNA_RFAM_27414,385,0.333333,0.340000,0.326923,17,33,35,0.5600
bpRNA_RFAM_27538,107,0.461538,0.409091,0.529412,9,13,8,0.1800
bpRNA_RFAM_27563,127,0.228571,0.222222,0.235294,4,14,13,0.3800
bpRNA_RFAM_27612,46,1.000000,1.000000,1.000000,12,0,0,0.4900
bpRNA_RFAM_2763,364,0.408840,0.544118,0.327434,37,31,76,0.6600
bpRNA_RFAM_27638,46,0.960000,0.923077,1.000000,12,1,0,0.4800
bpRNA_RFAM_27709,75,0.697674,0.681818,0.714286,15,7,6,0.8500
bpRNA_RFAM_27765,129,0.303797,0.266667,0.352941,12,33,22,0.3600
bpRNA_RFAM_2786,338,0.313514,0.376623,0.268519,29,48,79,0.5500
bpRNA_RFAM_27882,134,0.181818,0.131579,0.294118,10,66,24,0.1800
bpRNA_RFAM_27884,67,0.600000,0.692308,0.529412,9,4,8,0.6700
bpRNA_RFAM_27887,67,0.615385,0.545455,0.705882,12,10,5,0.5500
bpRNA_RFAM_27946,68,0.555556,0.405405,0.882353,15,22,2,0.1700
bpRNA_RFAM_27995,76,1.000000,1.000000,1.000000,8,0,0,0.5600
